273,27,287,27,287,53,273,53
399,27,413,27,413,54,399,54
415,27,430,27,430,52,415,52
431,27,446,28,446,54,431,53
385,27,398,27,398,54,385,54
304,27,318,27,318,53,304,53
351,28,365,28,365,53,351,52
224,26,241,26,241,54,224,54
240,28,253,28,253,54,240,54
258,29,270,29,270,56,258,56
321,27,335,27,335,55,321,54
464,27,479,27,479,54,464,54
369,27,382,28,382,54,369,54
288,28,302,28,302,53,288,53
448,30,462,30,462,53,448,53
333,27,348,27,348,53,333,53
